Parent SKU,Variant SKU,seller-sku,asin1,item-name,Variation,Vartiation Qunatity,Multiple listing,listing-id,price,open-date,status,Taxonomy,T1,T2,T3,End Node,Manufacture Name,Manufacture Part#,Data Source Status,MFR HTML1,MFR HTML2,MFR PDF URL1,MFR PDF Page#1,MFR PDF URL2,MFR PDF Page#2,Image URL,Amazon Link,Third Party HTML 1,Third Party HTML 2,Feature Copy,Feature Bullet,Short Description,Video URL,EAN,Product Name,Attrname1,AttrValue1,AttrUnit1,Flag1,Attrname2,AttrValue2,AttrUnit2,Flag2,Attrname3,AttrValue3,AttrUnit3,Flag3,Attrname4,AttrValue4,AttrUnit4,Flag4,Attrname5,AttrValue5,AttrUnit5,Flag5,Attrname6,AttrValue6,AttrUnit6,Flag6,Attrname7,AttrValue7,AttrUnit7,Flag7,Attrname8,AttrValue8,AttrUnit8,Flag8,Attrname9,AttrValue9,AttrUnit9,Flag9,Attrname10,AttrValue10,AttrUnit10,Flag10,Attrname11,AttrValue11,AttrUnit11,Flag11,Attrname12,AttrValue12,AttrUnit12,Flag12,Attrname13,AttrValue13,AttrUnit13,Flag13,Attrname14,AttrValue14,AttrUnit14,Flag14,Attrname15,AttrValue15,AttrUnit15,Flag15,Attrname16,AttrValue16,AttrUnit16,Flag16,Attrname17,AttrValue17,AttrUnit17,Flag17,Attrname18,AttrValue18,AttrUnit18,Flag18,Attrname19,AttrValue19,AttrUnit19,Flag19,Attrname20,AttrValue20,AttrUnit20,Flag20,Attrname21,AttrValue21,AttrUnit21,Flag21,Fill Rate,Altius Remarks,PT Update/Not Update Status,Altius Comments,Data QC Comments,Data QC  Updated Status,Site Audit Comments,Site Audit Updated Status
Parent_302,Child_2,P8-32PU-17XP,B013L58J7G,Sanex Dermo Hypo- Allergenic Shower Gel for Very Sensitive Skin Set of 2 x 500 ml,Y,2,,0410SCAKCFH,9.99,10/04/2017 23:35:04 BST,Inactive,Health & Beauty>Bath & Shower>Shower Gel,Health & Beauty,Bath & Shower,Shower Gel,Shower Gel,Sanex,,Found,https://www.sanex.co.uk/products/bath-and-shower/sanex-dermo-hypo-allergenic,,,,,,https://www.sanex.co.uk/content/dam/cp-sites/personal-care/sanex/global/products-new-packshots/11893-9_Sanex_SG_Dermo_Hypoallergenic_Flabel_500_frontLR.png,https://www.amazon.co.uk/Sanex-Dermo-Allergenic-Shower-Sensitive/dp/B013L58J7G,https://www.chemist-4-u.com/sanex-dermo-hypo-allergenic-shower-gel-500ml,,"Give your sensitive skin the daily care it needs with Sanex Dermo Hypo-Allergenic Shower Gel. Dermatologically tested, it hydrates and nourishes your skin to help avoid irritation while restoring your skin’s own pH. Minimise the risk of allergic reactions while protecting your natural barrier.",•New Sanex Dermo Hypo - Allergenic Shower Gel Approved by dermatologists|•Protection Improves your skin's natural protection barrier|•Moisturisation for soft and well moisturised skin|•Rebalance Restores skin's natural balance,Sanex® Shower Gel 500 ml Spray Bottle 2 Pack,,0650905377266,Shower Gel,Brand,Sanex®,,,Product Type,Shower Gel,,,Ingredients,"Aqua, Sodium Laureth Sulfate, Glycerin, Cocamidopropyl Betaine, Coco-glucoside, Sodium Lactate, Sodium Chloride, Lactic Acid, Sodium Benzoate, Glyceryl Oleate, Parfum, Polyquaternium-7, Sodium PCA, Caprylyl Glycol, Zinc Sulfate.",,,Physical Form,Gel,,,Used For,"Clean and Moisturised Skin, Very Sensitive Skin",,,Usage Instructions,"Apply to Wet Skin When You're into The Shower, Lather, Clean Yourself Thoroughly and Rinse Off",,Third Party,Ideal For,,,,Odour,,,,Organic (Yes/No),Yes,,,Container Size,500,ml,,Container Type,Bottle,,Image,Package Quantity,,,Legacy,Special Features,"Captures and Continuously Diffuses Water, Restores Balance and Moisture to the Skin, Rehydrates and Refreshes, 97% Ingredients of Natural Origin, Dermatologically Tested, Non-Comedogenic and as With all Caudalie Products, No Parabens, Phenoxyethanol, Phthalates, Mineral Oils or Animal-Derived Ingredients are Used",,,Country of Origin,France,,Based on MFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,,Updated,,,,,
Parent_303,Child_1,SGL-SDSLN,,Sanex Dermo Sensitive Lactoserum Natural Skin Moisturiser Shower Cream for Sensitive Skin Set of 1 x 500 ml,,,,,,,,Health & Beauty>Bath & Shower>Shower Gel,Health & Beauty,Bath & Shower,Shower Gel,Shower Gel,Sanex,,Found - Third Party,,,,,,,https://img.tesco.com/Groceries/pi/791/8714789861791/IDShot_540x540.jpg,https://www.amazon.co.uk/Sanex-Sensitive-Lactoserum-Natural-Moisturiser/dp/B016DU5SWU,,,,,Sanex® Shower Cream 500 ml Bottle 1 Pack,,0650905377310,Shower Cream,Brand,Sanex®,,,Product Type,Shower Cream,,,Ingredients,,,,Physical Form,Cream,,,Used For,"Face, Hair and Body, as Well as During Shaving and for Moisturisation, Designed to Remove Impurities",,,Usage Instructions,"Apply to the Face, Body and Hair During Showering",,,Ideal For,,,,Odour,Fragrance-Free,,,Organic (Yes/No),No,,,Container Size,500,ml,,Container Type,Bottle,,Image,Package Quantity,,,Legacy,Special Features,Fresh and Intense Fragrance,,,Country of Origin,UK,,Based on MFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,,,,,,,
Parent_303,Child_2,EQ-IYA3-2NTY,B016DU5SWU,Sanex Dermo Sensitive Lactoserum Natural Skin Moisturiser Shower Cream for Sensitive Skin Set of 2 x 500 ml,Y,2,,0121VVWFT2C,9.99,21/01/2019 11:27:10 GMT,Active,Health & Beauty>Bath & Shower>Shower Gel,Health & Beauty,Bath & Shower,Shower Gel,Shower Gel,Sanex,,Found - Third Party,,,,,,,https://img.tesco.com/Groceries/pi/791/8714789861791/IDShot_540x540.jpg,https://www.amazon.co.uk/Sanex-Sensitive-Lactoserum-Natural-Moisturiser/dp/B016DU5SWU,,,,,Sanex® Shower Cream 500 ml Bottle 2 Pack,,0650905377310,Shower Cream,Brand,Sanex®,,,Product Type,Shower Cream,,,Ingredients,,,,Physical Form,Cream,,,Used For,"Face, Hair and Body, as Well as During Shaving and for Moisturisation, Designed to Remove Impurities",,,Usage Instructions,"Apply to the Face, Body and Hair During Showering",,,Ideal For,,,,Odour,Fragrance-Free,,,Organic (Yes/No),No,,,Container Size,500,ml,,Container Type,Bottle,,Image,Package Quantity,,,Legacy,Special Features,Fresh and Intense Fragrance,,,Country of Origin,UK,,Based on MFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,,Updated,,,,,
Parent_307,Child_1,SGL-TTAH,,Tea Tree Antibacterial Handwash 500ml (Pack of 1),,,,,,,,Health & Beauty>Skin Care>Hand & Nail Care,Health & Beauty,Skin Care,Hand & Nail Care,Hand & Nail Care,Tea Tree,,Found - Third Party,,,,,,,https://www.poundstretcher.co.uk/media/catalog/product/cache/1/image/686x/9df78eab33525d08d6e5fb8d27136e95/t/-/t-tree-handwash-255012.jpg,https://www.amazon.co.uk/Tea-Tree-Antibacterial-Handwash-500ml/dp/B01N6WDTEQ,https://www.poundstretcher.co.uk/tea-tree-antibacterial-handwash-500ml,https://www.bmstores.co.uk/products/tea-tree-hand-wash-500ml-305146,,,Tea Tree® Antibacterial Hand Wash 500 ml Pump Bottle 1 Pack,,0734872415487,Antibacterial Hand Wash,Brand,Tea Tree®,,,Product Type,Antibacterial Hand Wash,,,Ingredients,,,,Skin Type,,,,Physical Form,Liquid,,Image,Used For,"Clean, Healthy and Fresh-Smelling Hand",,,Usage Instructions,,,,Organic (Yes/No),,,,Container Size,500,ml,,Container Type,Pump Bottle,,Image,Package Quantity,,,Legacy,Special Features,The Stunning Tea Tree Fragrance Leaves a Lasting Scent of Freshness on Your Hands After Washing Them.,,,Country of Origin,USA,,Third Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.23,Description Matched,,,,,,
Parent_307,Child_2,BE-28IU-L1ZV,B01N6WDTEQ,Tea Tree Antibacterial Handwash 500ml (Pack of 3),Y,3,,0712SWJRQCH,9.99,12/07/2017 14:15:19 BST,Inactive,Health & Beauty>Skin Care>Hand & Nail Care,Health & Beauty,Skin Care,Hand & Nail Care,Hand & Nail Care,Tea Tree,,Found - Third Party,,,,,,,https://www.poundstretcher.co.uk/media/catalog/product/cache/1/image/686x/9df78eab33525d08d6e5fb8d27136e95/t/-/t-tree-handwash-255012.jpg,https://www.amazon.co.uk/Tea-Tree-Antibacterial-Handwash-500ml/dp/B01N6WDTEQ,https://www.poundstretcher.co.uk/tea-tree-antibacterial-handwash-500ml,https://www.bmstores.co.uk/products/tea-tree-hand-wash-500ml-305146,,,Tea Tree® Antibacterial Hand Wash 500 ml Pump Bottle 3 Pack,,0734872415487,Antibacterial Hand Wash,Brand,Tea Tree®,,,Product Type,Antibacterial Hand Wash,,,Ingredients,,,,Skin Type,,,,Physical Form,Liquid,,Image,Used For,"Clean, Healthy and Fresh-Smelling Hand",,,Usage Instructions,,,,Organic (Yes/No),,,,Container Size,500,ml,,Container Type,Pump Bottle,,Image,Package Quantity,,,Legacy,Special Features,The Stunning Tea Tree Fragrance Leaves a Lasting Scent of Freshness on Your Hands After Washing Them.,,,Country of Origin,USA,,Third Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.23,Description Matched,,,,,,
Parent_308,Child_1,SGL-SPMAF,,Mycota Athletes Foot Powder 70g 1 Pack,,,,,,,,Health & Beauty>Skin Care>Foot Care,Health & Beauty,Skin Care,Foot Care,Foot Care,Mycota,,Found,http://www.mycota.co.uk/mycota.html,,,,,,https://images-na.ssl-images-amazon.com/images/I/61LKKpw8RhL._SL1500_.jpg,https://www.amazon.com/THREE-PACKS-Mycota-Athletes-Powder/dp/B00KBQNB0E,https://www.naturesbest.co.uk/pharmacy/embarrassing/fungal-infections/mycota-powder-70g/,http://www.expresschemist.co.uk/product_2761_mycota-powder-70g.html,Mycota powder contains undecylenic acid 2% and zinc undecylenate 20% and is indicated for the treatment and prevention of Athlete’s Foot. The customer should be advised to wash and dry the affected areas and apply Mycota Powder in the morning and evening (preferably after using Mycota Cream).Treatment should continue for one week after all evidence of infection has cleared. Mycota Powder can be used to help prevent Athlete’s Foot and should be sprinkled daily into clean socks / tights / stockings and shoes.,,Mycota Foot Powder 70 g Bottle 1 Pack,https://youtu.be/rNXURJTZabo,0696585274358,Foot Powder,Brand,Mycota,,,Product Type,Foot Powder,,,Ingredients,"Undecylenic Acid (2%), Zinc Undecylenate (20%), Maize Starch, Light Kaolin, Perfume Compound 1 1899 Narom, Industrial Methylated Spirit",,Third Party,Skin Type,Dry Skin,,Third Party,Physical Form,Powder,,,Used For,Athlete’s Foot for Adults and Children,,,Usage Instructions,,,,Organic (Yes/No),,,,Size,70,g,,Container Type,Bottle,,Image,Package Quantity,,,Legacy,Special Features,These Ingredients are Both Antifungal and Antibacterial.,,,Country of Origin,UK,,Based on MFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.62,,,,,,,
Parent_308,Child_2,XK-LXHB-W1FZ,B00KBQNB0E,Mycota Athletes Foot Powder 70g 3 Pack,Y,3,,0801UV5N3CC,14.9,01/08/2018 22:46:24 BST,Active,Health & Beauty>Skin Care>Foot Care,Health & Beauty,Skin Care,Foot Care,Foot Care,Mycota,,Found,http://www.mycota.co.uk/mycota.html,,,,,,https://images-na.ssl-images-amazon.com/images/I/61LKKpw8RhL._SL1500_.jpg,https://www.amazon.com/THREE-PACKS-Mycota-Athletes-Powder/dp/B00KBQNB0E,https://www.naturesbest.co.uk/pharmacy/embarrassing/fungal-infections/mycota-powder-70g/,http://www.expresschemist.co.uk/product_2761_mycota-powder-70g.html,Mycota powder contains undecylenic acid 2% and zinc undecylenate 20% and is indicated for the treatment and prevention of Athlete’s Foot. The customer should be advised to wash and dry the affected areas and apply Mycota Powder in the morning and evening (preferably after using Mycota Cream).Treatment should continue for one week after all evidence of infection has cleared. Mycota Powder can be used to help prevent Athlete’s Foot and should be sprinkled daily into clean socks / tights / stockings and shoes.,,Mycota Foot Powder 70 g Bottle 3 Pack,https://youtu.be/rNXURJTZabo,0696585274358,Foot Powder,Brand,Mycota,,,Product Type,Foot Powder,,,Ingredients,"Undecylenic Acid (2%), Zinc Undecylenate (20%), Maize Starch, Light Kaolin, Perfume Compound 1 1899 Narom, Industrial Methylated Spirit",,Third Party,Skin Type,Dry Skin,,Third Party,Physical Form,Powder,,,Used For,Athlete’s Foot for Adults and Children,,,Usage Instructions,,,,Organic (Yes/No),,,,Size,70,g,,Container Type,Bottle,,Image,Package Quantity,,,Legacy,Special Features,These Ingredients are Both Antifungal and Antibacterial.,,,Country of Origin,UK,,Based on MFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.62,,Updated,,,,,
Parent_309,Child_1,SGL-SPOAC,,SINGLE PACKS of Astral Cream x 50ml,,,,,,,,Health & Beauty>Skin Care>Body Care,Health & Beauty,Skin Care,Body Care,Body Care,Astral Original,,Found,https://astral-cream.co.uk/astral-original.html,,,,,,https://images-its.chemistdirect.co.uk/Astral-Cream.jpg?o=Lq8dASA6AZdckZNOMyf@FxiGaVAj&V=SXVv&w=800&h=800,https://www.amazon.co.uk/THREE-PACKS-Astral-Cream-50ml/dp/B008FRLZBS,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/gb/groceries/astral-moisturising-cream-50ml?langId=44&storeId=10151&krypto=YVfsW8nSxGYQZCqlE4TGw6BQeQ2Swh7hYCz02xWNkdvCYcMOlSSlYHOWTilDty1HTv5z%2FjIEZ6GV1bMPclseQFyo4YfNA3%2BlCox9yPL7%2B7N8Yly9D6yszSECeKpLUltd&ddkey=https%3Agb%2Fgroceries%2Fastral-moisturising-cream-50ml,https://www.chemistdirect.co.uk/astral-cream/prd-h5t#,"This versatile moisturiser has your beauty needs covered. It’s hydrating after a shower, nourishing after a day in the sun and cleansing after an evening in makeup. Our intensely rich formula protects your skin from head to toe and keeps essential moisture locked in - so you can still feel it working hours later.",,Astral® Astral Cream 50 ml Tub 1 Pack,,0737003128065,Astral Cream,Brand,Astral®,,,Product Type,Astral Cream,,,Ingredients,"Aqua (Water), Paraffinum Liquidum, Glycerin, Paraffin, Lanolin Ozokerite, Lanolin Alcohol, Petrolatum, Isopropyl Myristate, Magnesium Sulfate, Parfum (Fragrance), Propylparaben, 2-Bromo-2-Nitropropans-1,3-Diol, Alpha-Isomethyl Ionone, Amyl Cinnamal, Benzyl Alcohol, Citronellol, Coumarin, Geraniol, Hydroxycitronellal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Linalool",,Third Party,Skin Type,Dry Skin,,Third Party,Physical Form,Cream,,,Used For,"Its Hydrating After a Shower, Nourishing After a Day in the Sun and Cleansing After an Evening in Makeup",,,Usage Instructions,Apply Where Necessary for Visibly Healthier Looking Skin,,Third Party,Organic (Yes/No),,,,Container Size,50,ml,,Container Type,Tub,,Image,Storage Instructions,,,,Package Quantity,,,Legacy,Special Features,Re-Closable Packaging,,Third Party,Country of Origin,UK,,Third Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,Description Matched,,,,,,
Parent_309,Child_2,H0-FUPO-JMZO,B008FRLZBS,THREE PACKS of Astral Cream x 50ml,Y,3,,0515UCEJV9J,7.25,15/05/2018 11:34:22 BST,Inactive,Health & Beauty>Skin Care>Body Care,Health & Beauty,Skin Care,Body Care,Body Care,Astral Original,,Found,https://astral-cream.co.uk/astral-original.html,,,,,,https://images-its.chemistdirect.co.uk/Astral-Cream.jpg?o=Lq8dASA6AZdckZNOMyf@FxiGaVAj&V=SXVv&w=800&h=800,https://www.amazon.co.uk/THREE-PACKS-Astral-Cream-50ml/dp/B008FRLZBS,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/gb/groceries/astral-moisturising-cream-50ml?langId=44&storeId=10151&krypto=YVfsW8nSxGYQZCqlE4TGw6BQeQ2Swh7hYCz02xWNkdvCYcMOlSSlYHOWTilDty1HTv5z%2FjIEZ6GV1bMPclseQFyo4YfNA3%2BlCox9yPL7%2B7N8Yly9D6yszSECeKpLUltd&ddkey=https%3Agb%2Fgroceries%2Fastral-moisturising-cream-50ml,https://www.chemistdirect.co.uk/astral-cream/prd-h5t#,"This versatile moisturiser has your beauty needs covered. It’s hydrating after a shower, nourishing after a day in the sun and cleansing after an evening in makeup. Our intensely rich formula protects your skin from head to toe and keeps essential moisture locked in - so you can still feel it working hours later.",,Astral® Astral Cream 50 ml Tub 3 Pack,,0737003128065,Astral Cream,Brand,Astral®,,,Product Type,Astral Cream,,,Ingredients,"Aqua (Water), Paraffinum Liquidum, Glycerin, Paraffin, Lanolin Ozokerite, Lanolin Alcohol, Petrolatum, Isopropyl Myristate, Magnesium Sulfate, Parfum (Fragrance), Propylparaben, 2-Bromo-2-Nitropropans-1,3-Diol, Alpha-Isomethyl Ionone, Amyl Cinnamal, Benzyl Alcohol, Citronellol, Coumarin, Geraniol, Hydroxycitronellal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Linalool",,Third Party,Skin Type,Dry Skin,,Third Party,Physical Form,Cream,,,Used For,"Its Hydrating After a Shower, Nourishing After a Day in the Sun and Cleansing After an Evening in Makeup",,,Usage Instructions,Apply Where Necessary for Visibly Healthier Looking Skin,,Third Party,Organic (Yes/No),,,,Container Size,50,ml,,Container Type,Tub,,Image,Storage Instructions,,,,Package Quantity,,,Legacy,Special Features,Re-Closable Packaging,,Third Party,Country of Origin,UK,,Third Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,Description Matched,Updated,,<Image URL>Capture zoom image;<Skin Type>Dry skin,Updated,,
Parent_310,Child_1,SGL-SPOMC,,SINGLE PACKS of Mycota Cream,,,,,,,,Health & Beauty>Skin Care>Foot Care,Health & Beauty,Skin Care,Foot Care,Foot Care,Mycota,,Found,http://www.mycota.co.uk/mycota.html,,,,,,https://cdn11.bigcommerce.com/s-c0v7r/images/stencil/1280x1280/products/768/2267/Mycota_Cream_MYCC25-1__94242.1551109624.jpg?c=2&imbypass=on,https://www.amazon.co.uk/THREE-PACKS-of-Mycota-Cream/dp/B008FRJNVC,https://www.trademe.co.nz/health-beauty/hand-foot-care/other/listing-1998305871.htm,http://www.expresschemist.co.uk/product_2760_mycota-cream-25g.html,"Mycota cream contains undecylenic acid 5% and zinc undecylenate 20% and is licensed for the treatment and prevention of Athlete’s Foot. Advise customers to wash and dry the affected areas and apply night and morning, particularly between the toes, then dust with Mycota Powder. Continue for one week after the infection has cleared.For further prevention, advise using Mycota Cream daily and dusting the socks with Mycota Powder.",,Mycota Foot Cream Tube 1 Pack,,,Foot Cream,Brand,Mycota,,,Product Type,Foot Cream,,,Ingredients,"Undecylenic Acid (2%), Zinc Undecylenate (20%), Liquid Paraffin, Emulsifying Wax, Perfume Compound, Purified Water",,Third Party,Skin Type,,,,Physical Form,Cream,,,Used For,Athlete’s Foot for Adults and Children,,,Usage Instructions,,,,Organic (Yes/No),,,,Size,,,,Container Type,Tube,,Image,Package Quantity,,,Legacy,Special Features,These Ingredients are Both Antifungal and Antibacterial.,,,Country of Origin,UK,,Based on MFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.23,,,,,,,
Parent_310,Child_2,U6-4584-CU21,B008FRJNVC,THREE PACKS of Mycota Cream,Y,3,,0829SGNFNY5,7.29,29/08/2017 16:32:36 BST,Inactive,Health & Beauty>Skin Care>Foot Care,Health & Beauty,Skin Care,Foot Care,Foot Care,Mycota,,Found,http://www.mycota.co.uk/mycota.html,,,,,,https://cdn11.bigcommerce.com/s-c0v7r/images/stencil/1280x1280/products/768/2267/Mycota_Cream_MYCC25-1__94242.1551109624.jpg?c=2&imbypass=on,https://www.amazon.co.uk/THREE-PACKS-of-Mycota-Cream/dp/B008FRJNVC,https://www.trademe.co.nz/health-beauty/hand-foot-care/other/listing-1998305871.htm,http://www.expresschemist.co.uk/product_2760_mycota-cream-25g.html,"Mycota cream contains undecylenic acid 5% and zinc undecylenate 20% and is licensed for the treatment and prevention of Athlete’s Foot. Advise customers to wash and dry the affected areas and apply night and morning, particularly between the toes, then dust with Mycota Powder. Continue for one week after the infection has cleared.For further prevention, advise using Mycota Cream daily and dusting the socks with Mycota Powder.",,Mycota Foot Cream Tube 3 Pack,,,Foot Cream,Brand,Mycota,,,Product Type,Foot Cream,,,Ingredients,"Undecylenic Acid (2%), Zinc Undecylenate (20%), Liquid Paraffin, Emulsifying Wax, Perfume Compound, Purified Water",,Third Party,Skin Type,,,,Physical Form,Cream,,,Used For,Athlete’s Foot for Adults and Children,,,Usage Instructions,,,,Organic (Yes/No),,,,Size,,,,Container Type,Tube,,Image,Package Quantity,,,Legacy,Special Features,These Ingredients are Both Antifungal and Antibacterial.,,,Country of Origin,UK,,Based on MFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.23,,Updated,,,,,
Parent_311,Child_1,SGL-SPOOS,,SINGLE PACKS of OdorEaters Super Tuff,,,,,,,,Health & Beauty>Skin Care>Foot Care,Health & Beauty,Skin Care,Foot Care,Foot Care,Odor-Eaters,,Found,http://www.odor-eaters.co.uk/products/super-tuff-odour-destroying-insoles/,,,,,,https://www.chemist.co.uk/media/catalog/product/cache/1/image/435x/9df78eab33525d08d6e5fb8d27136e95/6/1/61852_1_2_1.jpg,https://www.amazon.com/THREE-PACKS-OdorEaters-Super-Tuff/dp/B008FRL2AM,https://www.amcal.com.au/odor-eaters-super-tuff-work-wear-insoles---1-pair-p-9313501058021,,Extra durable insoles are especially designed to tackle the worst foot odours and wetness of those on their feet all day. Super Tuff insoles provide comfortable cushioning for work shoes and boots.,•Activated Charcoal locks in and destroys odours|•Insta-Fresh® neutralises sweat acids that release odour|•Anti-Bacterial fights odour-causing bacteria,Odor-Eaters® Work Wear Insole 1 Pack,,7109925921452,Work Wear Insole,Brand,Odor-Eaters®,,,Product Type,Work Wear Insole,,,Ingredients,,,,Skin Type,All Skin Type,,,Physical Form,Liquid,,Image,Used For,Restore Moisture Levels for Dehydrated Skin,,,Usage Instructions,,,,Organic (Yes/No),Yes,,,Size,,,Image,Container Type,Pack,,Image,Package Quantity,,,Legacy,Special Features,"Captures and Continuously Diffuses Water, Restores Balance and Moisture to the Skin, Rehydrates and Refreshes, 97% Ingredients of Natural Origin, Dermatologically Tested, Non-Comedogenic and as With all Caudalie Products, No Parabens, Phenoxyethanol, Phthalates, Mineral Oils or Animal-Derived Ingredients are Used",,,Country of Origin,USA,,Based on MFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.92,,,,,,,
Parent_311,Child_2,7Y-QAE8-HIIT,B008FRL2AM,THREE PACKS of OdorEaters Super Tuff,Y,3,,0913SJ86YBZ,11.46,13/09/2017 14:48:06 BST,Active,Health & Beauty>Skin Care>Foot Care,Health & Beauty,Skin Care,Foot Care,Foot Care,Odor-Eaters,,Found,http://www.odor-eaters.co.uk/products/super-tuff-odour-destroying-insoles/,,,,,,https://www.chemist.co.uk/media/catalog/product/cache/1/image/435x/9df78eab33525d08d6e5fb8d27136e95/6/1/61852_1_2_1.jpg,https://www.amazon.com/THREE-PACKS-OdorEaters-Super-Tuff/dp/B008FRL2AM,https://www.amcal.com.au/odor-eaters-super-tuff-work-wear-insoles---1-pair-p-9313501058021,,Extra durable insoles are especially designed to tackle the worst foot odours and wetness of those on their feet all day. Super Tuff insoles provide comfortable cushioning for work shoes and boots.,•Activated Charcoal locks in and destroys odours|•Insta-Fresh® neutralises sweat acids that release odour|•Anti-Bacterial fights odour-causing bacteria,Odor-Eaters® Work Wear Insole 3 Pack,,7109925921452,Work Wear Insole,Brand,Odor-Eaters®,,,Product Type,Work Wear Insole,,,Ingredients,,,,Skin Type,All Skin Type,,,Physical Form,Liquid,,Image,Used For,Restore Moisture Levels for Dehydrated Skin,,,Usage Instructions,,,,Organic (Yes/No),Yes,,,Size,,,Image,Container Type,Pack,,Image,Package Quantity,,,Legacy,Special Features,"Captures and Continuously Diffuses Water, Restores Balance and Moisture to the Skin, Rehydrates and Refreshes, 97% Ingredients of Natural Origin, Dermatologically Tested, Non-Comedogenic and as With all Caudalie Products, No Parabens, Phenoxyethanol, Phthalates, Mineral Oils or Animal-Derived Ingredients are Used",,,Country of Origin,USA,,Based on MFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.92,,Updated,,,,,
Parent_312,Child_1,VZ-OFD3-ZVYL,B001RYWHAE,Vitapointe Leave in Conditioner 50 ml,N,,,0705UMUFGMO,5,05/07/2018 14:15:16 BST,Inactive,Health & Beauty>Hair Care>Conditioners,Health & Beauty,Hair Care,Conditioners,Conditioners,Victoria Health,,Found,https://www.victoriahealth.com/product/Vitapointe-Leave-In-Conditioner/6270,,,,,,https://sc01.alicdn.com/kf/HTB1zBk_dMmTBuNjy1Xbq6yMrVXaH.jpg,https://www.amazon.co.uk/Vitapointe-Leave-Conditioner-50-ml/dp/B001RYWHAE,https://www.boots.com/vitapointe-leave-in-conditioner-50ml-10086293,https://www.tesco.com/groceries/en-GB/products/256865897,"Don’t stop until you get glamorous. Vitapointe is the starting point. Vitapointe Conditioner is suitable for all hair types but is specially formulated to help prevent dry and dull hair. When massaged onto the hair Vitapointe Conditioner contains ingredients that coat the hair improving the overall softness and smoothness that dry hair can lack. Vitapointe conditioner is ideal for use when hair has become dry by making the hair manageable and easy to style, giving a softer, shiny and healthy appearance.",,Vitapointe® Hair Conditioner Liquid 50 ml Squeeze Tube 1 Pack,,5000231018398,Hair Conditioner,Brand,Vitapointe®,,,Product Type,Hair Conditioner,,,Ingredients,"Aqua, Paraffinum, Liquidum, Synthetic Beesewax, Sodium Polystyrene Sulfonate, Magnesium Sulfate, Parfum, Hexyl Cinnaamal, Linalool, Citronellol, Geraniol, Limonene, Polyglyceryl-3 Diisostearate, Sorbitan Isostearate, DMDM Hydantion, Triethanolamine, Butylene Glycol, Iodopropynyl Butyl Carbamate, Cl 47005",,,Physical Form,Liquid,,Image,Used For,For All Hair Types But is Specially Formulated to Help Prevent Dry and Dull Hair,,,Usage Instructions,Should be Used on Dry Hair - Not Wet. Simply Squeeze a Pearl Sized Drop into Your Hand and Smooth the Conditioner Over Your Hair,,,Organic (Yes/No),,,,Container Size,50,ml,,Container Type,Squeeze Tube,,Image,Package Quantity,,,,Special Features,Vitapointe Conditioner is Suitable for All Hair Types But is Specially Formulated to Help Prevent Dry and Dull Hair,,Third Party,Country of Origin,UK,,Third Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.67,,,,ok,,,
